Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
6,1686659030626,13/06/2023 12:23:50,1686662630626,1,13/06/2023 14:23:50,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,2145.8199999999997,2140.9399999999987,2145.8199999999997,2145.8199999999997,2140.9399999999987,2145.8199999999997,1,2145.8199999999997,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
7,1686659032180,13/06/2023 12:23:52,1686662632180,1,13/06/2023 14:23:52,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1558.880000000001,1557.2999999999993,1558.880000000001,1558.880000000001,1557.2999999999993,1558.880000000001,1,1558.880000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
8,1686659034410,13/06/2023 12:23:54,1686662634410,1,13/06/2023 14:23:54,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,2231.5800000000017,2229.9000000000015,2231.5800000000017,2231.5800000000017,2229.9000000000015,2231.5800000000017,0,2231.5800000000017,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
9,1686659036405,13/06/2023 12:23:56,1686662636405,1,13/06/2023 14:23:56,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1996.6800000000003,1993.5599999999977,1996.6800000000003,1996.6800000000003,1993.5599999999977,1996.6800000000003,1,1996.6800000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
10,1686659038444,13/06/2023 12:23:58,1686662638444,1,13/06/2023 14:23:58,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,2042.0599999999977,2036,2042.0599999999977,2042.0599999999977,2036,2042.0599999999977,1,2042.0599999999977,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
11,1686659040492,13/06/2023 12:24:00,1686662640492,1,13/06/2023 14:24:00,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,2053.1200000000026,2048.1200000000026,2053.1200000000026,2053.1200000000026,2048.1200000000026,2053.1200000000026,0,2053.1200000000026,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
12,1686659041867,13/06/2023 12:24:01,1686662641867,1,13/06/2023 14:24:01,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1381,1377.4400000000023,1381,1381,1377.4400000000023,1381,0,1381,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
13,1686659044672,13/06/2023 12:24:04,1686662644672,1,13/06/2023 14:24:04,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,2809.5599999999977,2805.540000000001,2809.5599999999977,2809.5599999999977,2805.540000000001,2809.5599999999977,1,2809.5599999999977,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
14,1686659046312,13/06/2023 12:24:06,1686662646312,1,13/06/2023 14:24:06,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1642.1199999999953,1636.0599999999977,1642.1199999999953,1642.1199999999953,1636.0599999999977,1642.1199999999953,0,1642.1199999999953,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
15,1686659048016,13/06/2023 12:24:08,1686662648016,1,13/06/2023 14:24:08,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1710.9599999999991,1708.7799999999988,1710.9599999999991,1710.9599999999991,1708.7799999999988,1710.9599999999991,1,1710.9599999999991,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
16,1686659049842,13/06/2023 12:24:09,1686662649842,1,13/06/2023 14:24:09,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1828.1800000000003,1823.9199999999983,1828.1800000000003,1828.1800000000003,1823.9199999999983,1828.1800000000003,0,1828.1800000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
17,1686659051570,13/06/2023 12:24:11,1686662651570,1,13/06/2023 14:24:11,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1732.260000000002,1728.9400000000023,1732.260000000002,1732.260000000002,1728.9400000000023,1732.260000000002,0,1732.260000000002,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
18,1686659054030,13/06/2023 12:24:14,1686662654030,1,13/06/2023 14:24:14,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,2463.3199999999997,2460.159999999996,2463.3199999999997,2463.3199999999997,2460.159999999996,2463.3199999999997,1,2463.3199999999997,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
19,1686659057137,13/06/2023 12:24:17,1686662657137,1,13/06/2023 14:24:17,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,3111.1600000000035,3108.520000000004,3111.1600000000035,3111.1600000000035,3108.520000000004,3111.1600000000035,1,3111.1600000000035,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
20,1686659059801,13/06/2023 12:24:19,1686662659801,1,13/06/2023 14:24:19,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,2665.6399999999994,2660.1200000000026,2665.6399999999994,2665.6399999999994,2660.1200000000026,2665.6399999999994,1,2665.6399999999994,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
21,1686659062803,13/06/2023 12:24:22,1686662662803,1,13/06/2023 14:24:22,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,3007.459999999999,3001.4199999999983,3007.459999999999,3007.459999999999,3001.4199999999983,3007.459999999999,1,3007.459999999999,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659062805,13/06/2023 12:24:22,1686662662805,1,13/06/2023 14:24:22,136362,2,task-pfy5,,30034285,609927903afe14c2f5a33136,8944556,,complete,,64886d22864019bd50a04aa5,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1920x1080,1920x947,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659072976,13/06/2023 12:24:32,1686662672976,1,13/06/2023 14:24:32,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659081263,13/06/2023 12:24:41,1686662681263,1,13/06/2023 14:24:41,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,8296.2,8294.140000000001,8296.2,8296.2,8294.140000000001,8296.2,1,8296.2,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659087422,13/06/2023 12:24:47,1686662687422,1,13/06/2023 14:24:47,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,6163.0599999999995,6150.58,6163.0599999999995,6163.0599999999995,6150.58,6163.0599999999995,0,6163.0599999999995,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
4,1686659090926,13/06/2023 12:24:50,1686662690926,1,13/06/2023 14:24:50,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,3515.7000000000007,3499.5200000000004,3515.7000000000007,3515.7000000000007,3499.5200000000004,3515.7000000000007,0,3515.7000000000007,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
5,1686659092650,13/06/2023 12:24:52,1686662692650,1,13/06/2023 14:24:52,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,1740.9599999999991,1733.4799999999996,1740.9599999999991,1740.9599999999991,1733.4799999999996,1740.9599999999991,0,1740.9599999999991,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
6,1686659094756,13/06/2023 12:24:54,1686662694756,1,13/06/2023 14:24:54,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,2114.4799999999996,2100.0200000000004,2114.4799999999996,2114.4799999999996,2100.0200000000004,2114.4799999999996,1,2114.4799999999996,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
7,1686659098860,13/06/2023 12:24:58,1686662698860,1,13/06/2023 14:24:58,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,4116.379999999997,4100.079999999998,4116.379999999997,4116.379999999997,4100.079999999998,4116.379999999997,0,4116.379999999997,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
8,1686659100457,13/06/2023 12:25:00,1686662700457,1,13/06/2023 14:25:00,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1613.380000000001,1600.920000000002,1613.380000000001,1613.380000000001,1600.920000000002,1613.380000000001,0,1613.380000000001,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
9,1686659102116,13/06/2023 12:25:02,1686662702116,1,13/06/2023 14:25:02,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1673.4599999999991,1665.7999999999993,1673.4599999999991,1673.4599999999991,1665.7999999999993,1673.4599999999991,0,1673.4599999999991,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
10,1686659103410,13/06/2023 12:25:03,1686662703410,1,13/06/2023 14:25:03,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1299.6800000000003,1283.4799999999996,1299.6800000000003,1299.6800000000003,1283.4799999999996,1299.6800000000003,1,1299.6800000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
11,1686659110338,13/06/2023 12:25:10,1686662710338,1,13/06/2023 14:25:10,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,6945.18,6934.239999999998,6945.18,6945.18,6934.239999999998,6945.18,0,6945.18,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
12,1686659114361,13/06/2023 12:25:14,1686662714361,1,13/06/2023 14:25:14,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,4033.9400000000023,4032.6399999999994,4033.9400000000023,4033.9400000000023,4032.6399999999994,4033.9400000000023,0,4033.9400000000023,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
13,1686659116069,13/06/2023 12:25:16,1686662716069,1,13/06/2023 14:25:16,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1708.300000000003,1700.260000000002,1708.300000000003,1708.300000000003,1700.260000000002,1708.300000000003,1,1708.300000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
14,1686659118288,13/06/2023 12:25:18,1686662718288,1,13/06/2023 14:25:18,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,2228.040000000001,2216.9000000000015,2228.040000000001,2228.040000000001,2216.9000000000015,2228.040000000001,1,2228.040000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
15,1686659119438,13/06/2023 12:25:19,1686662719438,1,13/06/2023 14:25:19,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1160.1399999999994,1149.260000000002,1160.1399999999994,1160.1399999999994,1149.260000000002,1160.1399999999994,0,1160.1399999999994,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
16,1686659120691,13/06/2023 12:25:20,1686662720691,1,13/06/2023 14:25:20,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1264.8799999999974,1250.3199999999997,1264.8799999999974,1264.8799999999974,1250.3199999999997,1264.8799999999974,1,1264.8799999999974,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
17,1686659121879,13/06/2023 12:25:21,1686662721879,1,13/06/2023 14:25:21,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,1202.5599999999977,1200.239999999998,1202.5599999999977,1202.5599999999977,1200.239999999998,1202.5599999999977,0,1202.5599999999977,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
18,1686659123350,13/06/2023 12:25:23,1686662723350,1,13/06/2023 14:25:23,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1473.3199999999997,1467.2200000000012,1473.3199999999997,1473.3199999999997,1467.2200000000012,1473.3199999999997,0,1473.3199999999997,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
19,1686659124386,13/06/2023 12:25:24,1686662724386,1,13/06/2023 14:25:24,136362,2,task-pfy5,,30034356,5f5120a66396fb2ff7667b0a,8944573,,complete,,64886d61dc0c6ac3de63c19b,computer,Desktop or Laptop,Mac OS 10.15,Firefox 114.0,1792x1120,1497x946,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,1043.0999999999985,1032.9599999999991,1043.0999999999985,1043.0999999999985,1032.9599999999991,1043.0999999999985,1,1043.0999999999985,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
