Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
8,1686659097141,13/06/2023 12:24:57,1686662697141,1,13/06/2023 14:24:57,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1068.952000095367,1066.691999999999,1068.952000095367,1068.952000095367,1066.691999999999,1068.952000095367,1,1068.952000095367,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
9,1686659098341,13/06/2023 12:24:58,1686662698341,1,13/06/2023 14:24:58,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1202.4599999046332,1200.1000000000022,1202.4599999046332,1202.4599999046332,1200.1000000000022,1202.4599999046332,1,1202.4599999046332,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
10,1686659100138,13/06/2023 12:25:00,1686662700138,1,13/06/2023 14:25:00,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1799.559999713896,1783.3379999999997,1799.559999713896,1799.559999713896,1783.3379999999997,1799.559999713896,1,1799.559999713896,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
11,1686659101267,13/06/2023 12:25:01,1686662701267,1,13/06/2023 14:25:01,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1145.5219999046312,1133.2969999999987,1145.5219999046312,1145.5219999046312,1133.2969999999987,1145.5219999046312,1,1145.5219999046312,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
12,1686659102792,13/06/2023 12:25:02,1686662702792,1,13/06/2023 14:25:02,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1537.3249998092651,1533.351999999999,1537.3249998092651,1537.3249998092651,1533.351999999999,1537.3249998092651,1,1537.3249998092651,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
13,1686659104079,13/06/2023 12:25:04,1686662704079,1,13/06/2023 14:25:04,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1290.8729999046336,1283.4150000000009,1290.8729999046336,1290.8729999046336,1283.4150000000009,1290.8729999046336,1,1290.8729999046336,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
14,1686659105257,13/06/2023 12:25:05,1686662705257,1,13/06/2023 14:25:05,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,1184.9579999046327,1183.344000000001,1184.9579999046327,1184.9579999046327,1183.344000000001,1184.9579999046327,1,1184.9579999046327,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
15,1686659106407,13/06/2023 12:25:06,1686662706407,1,13/06/2023 14:25:06,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1151.7139998092644,1150.0809999999983,1151.7139998092644,1151.7139998092644,1150.0809999999983,1151.7139998092644,1,1151.7139998092644,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
16,1686659107397,13/06/2023 12:25:07,1686662707397,1,13/06/2023 14:25:07,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,991.9330000000009,983.331000000002,991.9330000000009,991.9330000000009,983.331000000002,991.9330000000009,1,991.9330000000009,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
17,1686659108982,13/06/2023 12:25:08,1686662708982,1,13/06/2023 14:25:08,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1593.9019997138967,1583.298999999999,1593.9019997138967,1593.9019997138967,1583.298999999999,1593.9019997138967,1,1593.9019997138967,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
18,1686659110325,13/06/2023 12:25:10,1686662710325,1,13/06/2023 14:25:10,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,1353.3029999999999,1350.071,1353.3029999999999,1353.3029999999999,1350.071,1353.3029999999999,1,1353.3029999999999,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
19,1686659112715,13/06/2023 12:25:12,1686662712715,1,13/06/2023 14:25:12,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2392.732,2383.433000000001,2392.732,2392.732,2383.433000000001,2392.732,1,2392.732,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
20,1686659113663,13/06/2023 12:25:13,1686662713663,1,13/06/2023 14:25:13,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,957.7989999999991,949.9789999999994,957.7989999999991,957.7989999999991,949.9789999999994,957.7989999999991,1,957.7989999999991,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
21,1686659115310,13/06/2023 12:25:15,1686662715310,1,13/06/2023 14:25:15,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,1654.6199997138974,1649.934000000001,1654.6199997138974,1654.6199997138974,1649.934000000001,1654.6199997138974,1,1654.6199997138974,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659115310,13/06/2023 12:25:15,1686662715310,1,13/06/2023 14:25:15,136362,2,task-pfy5,,30034360,63fddebae59030dbcd2cc415,8944591,,complete,,64886d94864019bd50a04ac0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659056820,13/06/2023 12:24:16,1686662656820,1,13/06/2023 14:24:16,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659063625,13/06/2023 12:24:23,1686662663625,1,13/06/2023 14:24:23,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,7927.000000000001,7923,7927.000000000001,7927.000000000001,7923,7927.000000000001,1,7927.000000000001,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659065873,13/06/2023 12:24:25,1686662665873,1,13/06/2023 14:24:25,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,2252,2250,2252,2252,2250,2252,1,2252,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
4,1686659068324,13/06/2023 12:24:28,1686662668324,1,13/06/2023 14:24:28,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,2453,2450,2453,2453,2450,2453,1,2453,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
5,1686659069840,13/06/2023 12:24:29,1686662669840,1,13/06/2023 14:24:29,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1520,1517,1520,1520,1517,1520,1,1520,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
6,1686659071409,13/06/2023 12:24:31,1686662671409,1,13/06/2023 14:24:31,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1571,1566,1571,1571,1566,1571,1,1571,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
7,1686659072924,13/06/2023 12:24:32,1686662672924,1,13/06/2023 14:24:32,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1520,1517,1520,1520,1517,1520,1,1520,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
8,1686659075190,13/06/2023 12:24:35,1686662675190,1,13/06/2023 14:24:35,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,2270.0000000000036,2267,2270.0000000000036,2270.0000000000036,2267,2270.0000000000036,1,2270.0000000000036,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
9,1686659077240,13/06/2023 12:24:37,1686662677240,1,13/06/2023 14:24:37,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,2053,2050,2053,2053,2050,2053,1,2053,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
10,1686659078790,13/06/2023 12:24:38,1686662678790,1,13/06/2023 14:24:38,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1554,1550,1554,1554,1550,1554,1,1554,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
11,1686659080607,13/06/2023 12:24:40,1686662680607,1,13/06/2023 14:24:40,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1820,1817,1820,1820,1817,1820,1,1820,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
12,1686659082857,13/06/2023 12:24:42,1686662682857,1,13/06/2023 14:24:42,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,2253,2250,2253,2253,2250,2253,1,2253,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
13,1686659085206,13/06/2023 12:24:45,1686662685206,1,13/06/2023 14:24:45,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,2353,2350,2353,2353,2350,2353,1,2353,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
14,1686659086289,13/06/2023 12:24:46,1686662686289,1,13/06/2023 14:24:46,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1086,1083,1086,1086,1083,1086,1,1086,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
15,1686659087573,13/06/2023 12:24:47,1686662687573,1,13/06/2023 14:24:47,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,1286,1283,1286,1286,1283,1286,1,1286,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
16,1686659089457,13/06/2023 12:24:49,1686662689457,1,13/06/2023 14:24:49,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1888,1884,1888,1888,1884,1888,1,1888,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
17,1686659090840,13/06/2023 12:24:50,1686662690840,1,13/06/2023 14:24:50,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,1387,1383,1387,1387,1383,1387,1,1387,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
18,1686659092274,13/06/2023 12:24:52,1686662692274,1,13/06/2023 14:24:52,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1437,1433,1437,1437,1433,1437,1,1437,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
19,1686659094340,13/06/2023 12:24:54,1686662694340,1,13/06/2023 14:24:54,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,2071,2067,2071,2071,2067,2071,1,2071,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
20,1686659096073,13/06/2023 12:24:56,1686662696073,1,13/06/2023 14:24:56,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1737,1734,1737,1737,1734,1737,1,1737,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
21,1686659098540,13/06/2023 12:24:58,1686662698540,1,13/06/2023 14:24:58,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2470,2466,2470,2470,2466,2470,1,2470,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659098542,13/06/2023 12:24:58,1686662698542,1,13/06/2023 14:24:58,136362,2,task-pfy5,,30034333,60ca0f9779fb2693dce5f485,8944563,,complete,,64886d385aea01a32f5c4c8b,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1440x725,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659052175,13/06/2023 12:24:12,1686662652175,1,13/06/2023 14:24:12,136362,2,task-pfy5,,30034330,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659058590,13/06/2023 12:24:18,1686662658590,1,13/06/2023 14:24:18,136362,2,task-pfy5,,30034330,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,6425.774999988079,6416.2919999999995,6425.774999988079,6425.774999988079,6416.2919999999995,6425.774999988079,1,6425.774999988079,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
