Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
6,1686659353909,13/06/2023 12:29:13,1686662953909,1,13/06/2023 14:29:13,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,2373,2368,2373,2373,2368,2373,1,2373,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686659355719,13/06/2023 12:29:15,1686662955719,1,13/06/2023 14:29:15,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,1815.0000000000036,1800,1815.0000000000036,1815.0000000000036,1800,1815.0000000000036,1,1815.0000000000036,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686659362957,13/06/2023 12:29:22,1686662962957,1,13/06/2023 14:29:22,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,7247,7234,7247,7247,7234,7247,1,7247,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686659362959,13/06/2023 12:29:22,1686662962959,1,13/06/2023 14:29:22,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,24,2849,7234,7251,2849,7234,7251,1,2849,4402,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686659362960,13/06/2023 12:29:22,1686662962960,1,13/06/2023 14:29:22,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Male,4533,7234,7251,4533,7234,7251,1,4533,2718,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686659362960,13/06/2023 12:29:22,1686662962960,1,13/06/2023 14:29:22,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,6466,7234,7251,6466,7234,7251,1,6466,785,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686659376996,13/06/2023 12:29:36,1686662976996,1,13/06/2023 14:29:36,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,14057,14051,14057,14057,14051,14057,1,14057,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686659389191,13/06/2023 12:29:49,1686662989191,1,13/06/2023 14:29:49,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,PHAITI,3684,12184,12201,3684,12184,12201,1,3684,8517,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
14,1686659393604,13/06/2023 12:29:53,1686662993604,1,13/06/2023 14:29:53,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,BLARTA,2234,4417,4430,2234,4417,4430,1,2234,2196,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
15,1686659399014,13/06/2023 12:29:59,1686662999014,1,13/06/2023 14:29:59,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,DREETI,2082,5417,5423,2082,5417,5423,1,2082,3341,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1686659403284,13/06/2023 12:30:03,1686663003284,1,13/06/2023 14:30:03,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,CHORTU,1367,4267,4276,1367,4267,4276,1,1367,2909,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
17,1686659406535,13/06/2023 12:30:06,1686663006535,1,13/06/2023 14:30:06,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,STOOTA,1217,3250,3260,1217,3250,3260,1,1217,2043,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
18,1686659410576,13/06/2023 12:30:10,1686663010576,1,13/06/2023 14:30:10,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,SNURTU,1384,4034,4050,1384,4034,4050,1,1384,2666,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
19,1686659414583,13/06/2023 12:30:14,1686663014583,1,13/06/2023 14:30:14,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,7,Training01,Training01,34efq7,1,response,BLARTU,1416,4017,4024,1416,4017,4024,1,1416,2608,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
20,1686659417493,13/06/2023 12:30:17,1686663017493,1,13/06/2023 14:30:17,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,SNURTA,1083,2900,2916,1083,2900,2916,1,1083,1833,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
21,1686659422078,13/06/2023 12:30:22,1686663022078,1,13/06/2023 14:30:22,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,9,Training01,Training01,34efq7,1,response,PHAITU,1366,4584,4601,1366,4584,4601,1,1366,3235,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
22,1686659425430,13/06/2023 12:30:25,1686663025430,1,13/06/2023 14:30:25,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,10,Training01,Training01,34efq7,1,response,STOOTI,1350,3366,3369,1350,3366,3369,1,1350,2019,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
23,1686659430157,13/06/2023 12:30:30,1686663030157,1,13/06/2023 14:30:30,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,11,Training01,Training01,34efq7,1,response,CHORTI,1250,4717,4730,1250,4717,4730,1,1250,3480,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
24,1686659433643,13/06/2023 12:30:33,1686663033643,1,13/06/2023 14:30:33,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,12,Training01,Training01,34efq7,1,response,DREETA,1234,3484,3498,1234,3484,3498,1,1234,2264,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
25,1686659439873,13/06/2023 12:30:39,1686663039873,1,13/06/2023 14:30:39,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,13,Training01,Training01,34efq7,1,response,PHAITA,2434,6233,6244.000000000015,2434,6233,6244.000000000015,1,2434,3810.0000000000146,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
26,1686659443020,13/06/2023 12:30:43,1686663043020,1,13/06/2023 14:30:43,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,14,Training01,Training01,34efq7,1,response,CHORTA,1450,3151,3159,1450,3151,3159,1,1450,1709,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
27,1686659449119,13/06/2023 12:30:49,1686663049119,1,13/06/2023 14:30:49,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,15,Training01,Training01,34efq7,1,response,BLARTI,1200,6101,6106,1200,6101,6106,1,1200,4906,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
28,1686659452309,13/06/2023 12:30:52,1686663052309,1,13/06/2023 14:30:52,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,16,Training01,Training01,34efq7,1,response,STOOTU,1082,3183,3195,1082,3183,3195,1,1082,2113,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
29,1686659455751,13/06/2023 12:30:55,1686663055751,1,13/06/2023 14:30:55,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,SNURTI,1417,3450,3454.0000000000146,1417,3450,3454.0000000000146,1,1417,2037.0000000000146,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
30,1686659458690,13/06/2023 12:30:58,1686663058690,1,13/06/2023 14:30:58,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,DREETU,1050,2934,2942,1050,2934,2942,1,1050,1892,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
31,1686659458692,13/06/2023 12:30:58,1686663058692,1,13/06/2023 14:30:58,136362,2,task-5j4a,,30034639,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686665731906,13/06/2023 14:15:31,1686669331906,1,13/06/2023 16:15:31,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686665742245,13/06/2023 14:15:42,1686669342245,1,13/06/2023 16:15:42,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,10361,10350,10361,10361,10350,10361,1,10361,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686665744652,13/06/2023 14:15:44,1686669344652,1,13/06/2023 16:15:44,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,2417,2400,2417,2417,2400,2417,1,2417,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686665745505,13/06/2023 14:15:45,1686669345505,1,13/06/2023 16:15:45,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,871,867,871,871,867,871,1,871,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1686665751680,13/06/2023 14:15:51,1686669351680,1,13/06/2023 16:15:51,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,6178,6167,6178,6178,6167,6178,1,6178,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1686665753676,13/06/2023 14:15:53,1686669353676,1,13/06/2023 16:15:53,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,2007,2000,2007,2007,2000,2007,1,2007,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686665754187,13/06/2023 14:15:54,1686669354187,1,13/06/2023 16:15:54,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,519,517,519,519,517,519,1,519,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686665759001,13/06/2023 14:15:59,1686669359001,1,13/06/2023 16:15:59,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,4815,4800,4815,4815,4800,4815,1,4815,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686665759001,13/06/2023 14:15:59,1686669359001,1,13/06/2023 16:15:59,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,27,2016,4800,4816,2016,4800,4816,1,2016,2800,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686665759001,13/06/2023 14:15:59,1686669359001,1,13/06/2023 16:15:59,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Male,3200,4800,4817,3200,4800,4817,1,3200,1617,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686665759002,13/06/2023 14:15:59,1686669359002,1,13/06/2023 16:15:59,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,4500,4800,4817,4500,4800,4817,1,4500,317,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686665786498,13/06/2023 14:16:26,1686669386498,1,13/06/2023 16:16:26,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,27512,27500,27512,27512,27500,27512,1,27512,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686665798788,13/06/2023 14:16:38,1686669398788,1,13/06/2023 16:16:38,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,STOOTA,2301,12284,12300,2301,12284,12300,1,2301,9999,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
14,1686665809446,13/06/2023 14:16:49,1686669409446,1,13/06/2023 16:16:49,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,PHAITI,3550,10667,10677,3550,10667,10677,1,3550,7127,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
15,1686665816232,13/06/2023 14:16:56,1686669416232,1,13/06/2023 16:16:56,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,DREETI,1834,6784,6796,1834,6784,6796,1,1834,4962,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1686665826283,13/06/2023 14:17:06,1686669426283,1,13/06/2023 16:17:06,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,CHORTU,5917,10050,10063,5917,10050,10063,1,5917,4146,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
17,1686665833619,13/06/2023 14:17:13,1686669433619,1,13/06/2023 16:17:13,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,SNURTU,2900,7334,7350,2900,7334,7350,1,2900,4450,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
18,1686665840197,13/06/2023 14:17:20,1686669440197,1,13/06/2023 16:17:20,136362,2,task-5j4a,,30038624,63cfeeae707bca4ddee3eb11,8945715,,complete,,64888803262f318d58522a0a,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1542x726,1536x718,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,BLARTA,2950,6583,6593,2950,6583,6593,1,2950,3643,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
