Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
41,1686658792037,13/06/2023 12:19:52,1686662392037,1,13/06/2023 14:19:52,136362,2,task-5j4a,,30033659,5c5844d8dd470300014ee3f1,8944448,,complete,,64886a73534df31a4c555908,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,BLARTI,3090.75,7868.4070000000065,7878.752999904682,3090.75,7868.4070000000065,7878.752999904682,1,3090.75,4788.002999904682,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
42,1686658810488,13/06/2023 12:20:10,1686662410488,1,13/06/2023 14:20:10,136362,2,task-5j4a,,30033659,5c5844d8dd470300014ee3f1,8944448,,complete,,64886a73534df31a4c555908,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,STOOTU,14705.106000000029,18451.640000000014,18461.04599995236,14705.106000000029,18451.640000000014,18461.04599995236,1,14705.106000000029,3755.9399999523303,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
43,1686658810502,13/06/2023 12:20:10,1686662410502,1,13/06/2023 14:20:10,136362,2,task-5j4a,,30033659,5c5844d8dd470300014ee3f1,8944448,,complete,,64886a73534df31a4c555908,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x625,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658154619,13/06/2023 12:09:14,1686661754619,1,13/06/2023 14:09:14,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658162888,13/06/2023 12:09:22,1686661762888,1,13/06/2023 14:09:22,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,8283.585,8266.919,8283.585,8283.585,8266.919,8283.585,1,8283.585,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658164623,13/06/2023 12:09:24,1686661764623,1,13/06/2023 14:09:24,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,1757.6200000178815,1749.9300000000003,1757.6200000178815,1757.6200000178815,1749.9300000000003,1757.6200000178815,1,1757.6200000178815,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686658307601,13/06/2023 12:11:47,1686661907601,1,13/06/2023 14:11:47,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,142984.99,142977.614,142984.99,142984.99,142977.614,142984.99,1,142984.99,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1686658310966,13/06/2023 12:11:50,1686661910966,1,13/06/2023 14:11:50,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,3370.460999999981,3353.7949999999837,3370.460999999981,3370.460999999981,3353.7949999999837,3370.460999999981,1,3370.460999999981,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1686658347285,13/06/2023 12:12:27,1686661947285,1,13/06/2023 14:12:27,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,36337.28100001789,36331.880000000005,36337.28100001789,36337.28100001789,36331.880000000005,36337.28100001789,1,36337.28100001789,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1686658348261,13/06/2023 12:12:28,1686661948261,1,13/06/2023 14:12:28,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,981.5010000119219,967.6659999999974,981.5010000119219,981.5010000119219,967.6659999999974,981.5010000119219,1,981.5010000119219,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1686658355694,13/06/2023 12:12:35,1686661955694,1,13/06/2023 14:12:35,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,7435.435000005964,7433.035999999993,7435.435000005964,7435.435000005964,7433.035999999993,7435.435000005964,1,7435.435000005964,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1686658355694,13/06/2023 12:12:35,1686661955694,1,13/06/2023 14:12:35,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,19,3133.2080000000133,7433.035999999993,7446.634999994043,3133.2080000000133,7433.035999999993,7446.634999994043,1,3133.2080000000133,4313.42699999403,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686658355695,13/06/2023 12:12:35,1686661955695,1,13/06/2023 14:12:35,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,4783.141999999993,7433.035999999993,7447.134999994043,4783.141999999993,7433.035999999993,7447.134999994043,1,4783.141999999993,2663.9929999940505,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686658355695,13/06/2023 12:12:35,1686661955695,1,13/06/2023 14:12:35,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,6366.412000000011,7433.035999999993,7447.735000017885,6366.412000000011,7433.035999999993,7447.735000017885,1,6366.412000000011,1081.3230000178737,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686658411756,13/06/2023 12:13:31,1686662011756,1,13/06/2023 14:13:31,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,56075.29900001193,56066.05600000001,56075.29900001193,56075.29900001193,56066.05600000001,56075.29900001193,1,56075.29900001193,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686658422612,13/06/2023 12:13:42,1686662022612,1,13/06/2023 14:13:42,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,STOOTA,7433.035999999993,10849.832000000024,10864.943,7433.035999999993,10849.832000000024,10864.943,1,7433.035999999993,3431.9070000000065,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
14,1686658432083,13/06/2023 12:13:52,1686662032083,1,13/06/2023 14:13:52,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,PHAITI,3416.5299999999697,9466.555999999982,9483.222000000009,3416.5299999999697,9466.555999999982,9483.222000000009,1,3416.5299999999697,6066.692000000039,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
15,1686658437521,13/06/2023 12:13:57,1686662037521,1,13/06/2023 14:13:57,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,DREETI,2249.9099999999744,5449.7820000000065,5457.355000011914,2249.9099999999744,5449.7820000000065,5457.355000011914,1,2249.9099999999744,3207.4450000119396,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1686658440963,13/06/2023 12:14:00,1686662040963,1,13/06/2023 14:14:00,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,CHORTU,1949.9219999999623,3433.4610000000102,3449.473000017868,1949.9219999999623,3433.4610000000102,3449.473000017868,1,1949.9219999999623,1499.5510000179056,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
17,1686658444312,13/06/2023 12:14:04,1686662044312,1,13/06/2023 14:14:04,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,SNURTU,1983.2539999999572,3349.86599999998,3365.2120000059367,1983.2539999999572,3349.86599999998,3365.2120000059367,1,1983.2539999999572,1381.9580000059796,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
18,1686658447586,13/06/2023 12:14:07,1686662047586,1,13/06/2023 14:14:07,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,BLARTA,1583.2700000000186,3283.20199999999,3289.4459999999963,1583.2700000000186,3283.20199999999,3289.4459999999963,1,1583.2700000000186,1706.1759999999776,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
19,1686658450495,13/06/2023 12:14:10,1686662050495,1,13/06/2023 14:14:10,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,7,Training01,Training01,34efq7,1,response,CHORTI,1616.6020000000135,2900.1500000000233,2915.4440000178874,1616.6020000000135,2900.1500000000233,2915.4440000178874,1,1616.6020000000135,1298.842000017874,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
20,1686658453071,13/06/2023 12:14:13,1686662053071,1,13/06/2023 14:14:13,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,PHAITI,1116.621999999974,2583.2299999999814,2591.0939999999828,1116.621999999974,2583.2299999999814,2591.0939999999828,0,1116.621999999974,1474.4720000000088,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
21,1686658460308,13/06/2023 12:14:20,1686662060308,1,13/06/2023 14:14:20,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,PHAITU,1116.621999999974,9816.273999999976,9828.193999994022,1116.621999999974,9816.273999999976,9828.193999994022,1,1116.621999999974,8711.571999994048,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
22,1686658466224,13/06/2023 12:14:26,1686662066224,1,13/06/2023 14:14:26,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,9,Training01,Training01,34efq7,1,response,BLARTU,1533.5449999999837,5916.7029999999795,5927.4199999940465,1533.5449999999837,5916.7029999999795,5927.4199999940465,1,1533.5449999999837,4393.874999994063,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
23,1686658469324,13/06/2023 12:14:29,1686662069324,1,13/06/2023 14:14:29,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,10,Training01,Training01,34efq7,1,response,STOOTI,1299.948000000033,3099.8760000000475,3111.4170000119484,1299.948000000033,3099.8760000000475,3111.4170000119484,1,1299.948000000033,1811.4690000119153,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
24,1686658472825,13/06/2023 12:14:32,1686662072825,1,13/06/2023 14:14:32,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,11,Training01,Training01,34efq7,1,response,DREETA,1283.2820000000065,3500.1259999999893,3512.24099999998,1283.2820000000065,3500.1259999999893,3512.24099999998,1,1283.2820000000065,2228.9589999999735,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
25,1686658476425,13/06/2023 12:14:36,1686662076425,1,13/06/2023 14:14:36,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,12,Training01,Training01,34efq7,1,response,SNURTA,1549.9379999999655,3599.8559999999707,3612.1149999999907,1549.9379999999655,3599.8559999999707,3612.1149999999907,1,1549.9379999999655,2062.177000000025,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
26,1686658480979,13/06/2023 12:14:40,1686662080979,1,13/06/2023 14:14:40,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,13,Training01,Training01,34efq7,1,response,BLARTI,2133.2480000000214,4549.818000000028,4566.459000017901,2133.2480000000214,4549.818000000028,4566.459000017901,1,2133.2480000000214,2433.21100001788,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
27,1686658483454,13/06/2023 12:14:43,1686662083454,1,13/06/2023 14:14:43,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,14,Training01,Training01,34efq7,1,response,SNURTI,1383.2779999999912,2483.2339999999967,2491.141000017873,1383.2779999999912,2483.2339999999967,2491.141000017873,1,1383.2779999999912,1107.8630000178819,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
28,1686658487383,13/06/2023 12:14:47,1686662087383,1,13/06/2023 14:14:47,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,15,Training01,Training01,34efq7,1,response,PHAITA,1266.61599999998,3933.1759999999776,3936.6070000059553,1266.61599999998,3933.1759999999776,3936.6070000059553,1,1266.61599999998,2669.9910000059754,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
29,1686658490114,13/06/2023 12:14:50,1686662090114,1,13/06/2023 14:14:50,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,16,Training01,Training01,34efq7,1,response,CHORTA,1033.2920000000158,2716.558000000019,2733.2240000000456,1033.2920000000158,2716.558000000019,2733.2240000000456,1,1033.2920000000158,1699.9320000000298,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
30,1686658492959,13/06/2023 12:14:52,1686662092959,1,13/06/2023 14:14:52,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,STOOTU,1333.8069999999716,2850.4130000000005,2863.0729999940377,1333.8069999999716,2850.4130000000005,2863.0729999940377,1,1333.8069999999716,1529.265999994066,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
31,1686658495833,13/06/2023 12:14:55,1686662095833,1,13/06/2023 14:14:55,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,DREETU,1099.9560000000056,2866.552000000025,2883.2180000000517,1099.9560000000056,2866.552000000025,2883.2180000000517,1,1099.9560000000056,1783.262000000046,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
32,1686658495843,13/06/2023 12:14:55,1686662095843,1,13/06/2023 14:14:55,136362,2,task-5j4a,,30033652,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658071806,13/06/2023 12:07:51,1686661671806,1,13/06/2023 14:07:51,136362,2,task-5j4a,,30033603,5aead7e42ef8f800014af4a5,8944436,,complete,,64886a1d2a3e51145606d976,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658108759,13/06/2023 12:08:28,1686661708759,1,13/06/2023 14:08:28,136362,2,task-5j4a,,30033603,5aead7e42ef8f800014af4a5,8944436,,complete,,64886a1d2a3e51145606d976,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,36953.28,36936.6,36953.28,36953.28,36936.6,36953.28,1,36953.28,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658119859,13/06/2023 12:08:39,1686661719859,1,13/06/2023 14:08:39,136362,2,task-5j4a,,30033603,5aead7e42ef8f800014af4a5,8944436,,complete,,64886a1d2a3e51145606d976,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,11118.419999999998,11111.019999999997,11118.419999999998,11118.419999999998,11111.019999999997,11118.419999999998,1,11118.419999999998,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686658149851,13/06/2023 12:09:09,1686661749851,1,13/06/2023 14:09:09,136362,2,task-5j4a,,30033603,5aead7e42ef8f800014af4a5,8944436,,complete,,64886a1d2a3e51145606d976,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,29999.4,29996.439999999995,29999.4,29999.4,29996.439999999995,29999.4,1,29999.4,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
